Season,Region,County,CDC Week,Week Ending Date,Count,Age Group
2020 - 2021,CENTRAL,TOMPKINS,50,12/12/2020,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,50,12/12/2020,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,50,12/12/2020,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,50,12/12/2020,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,50,12/12/2020,0,65+
2020 - 2021,CENTRAL,TOMPKINS,51,12/19/2020,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,51,12/19/2020,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,51,12/19/2020,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,51,12/19/2020,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,51,12/19/2020,0,65+
2020 - 2021,CENTRAL,TOMPKINS,52,12/26/2020,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,52,12/26/2020,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,52,12/26/2020,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,52,12/26/2020,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,52,12/26/2020,0,65+
2020 - 2021,CENTRAL,TOMPKINS,53,01/02/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,53,01/02/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,53,01/02/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,53,01/02/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,53,01/02/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,1,01/09/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,1,01/09/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,1,01/09/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,1,01/09/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,1,01/09/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,2,01/16/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,2,01/16/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,2,01/16/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,2,01/16/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,2,01/16/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,3,01/23/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,3,01/23/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,3,01/23/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,3,01/23/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,3,01/23/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,4,01/30/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,4,01/30/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,4,01/30/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,4,01/30/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,4,01/30/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,5,02/06/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,5,02/06/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,5,02/06/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,5,02/06/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,5,02/06/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,6,02/13/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,6,02/13/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,6,02/13/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,6,02/13/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,6,02/13/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,7,02/20/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,7,02/20/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,7,02/20/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,7,02/20/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,7,02/20/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,8,02/27/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,8,02/27/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,8,02/27/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,8,02/27/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,8,02/27/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,9,03/06/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,9,03/06/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,9,03/06/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,9,03/06/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,9,03/06/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,10,03/13/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,10,03/13/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,10,03/13/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,10,03/13/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,10,03/13/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,11,03/20/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,11,03/20/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,11,03/20/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,11,03/20/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,11,03/20/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,12,03/27/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,12,03/27/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,12,03/27/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,12,03/27/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,12,03/27/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,13,04/03/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,13,04/03/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,13,04/03/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,13,04/03/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,13,04/03/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,14,04/10/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,14,04/10/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,14,04/10/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,14,04/10/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,14,04/10/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,15,04/17/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,15,04/17/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,15,04/17/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,15,04/17/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,15,04/17/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,16,04/24/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,16,04/24/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,16,04/24/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,16,04/24/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,16,04/24/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,17,05/01/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,17,05/01/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,17,05/01/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,17,05/01/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,17,05/01/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,18,05/08/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,18,05/08/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,18,05/08/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,18,05/08/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,18,05/08/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,19,05/15/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,19,05/15/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,19,05/15/2021,1,18-49
2020 - 2021,CENTRAL,TOMPKINS,19,05/15/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,19,05/15/2021,0,65+
2020 - 2021,CENTRAL,TOMPKINS,20,05/22/2021,0,0-4
2020 - 2021,CENTRAL,TOMPKINS,20,05/22/2021,0,5-17
2020 - 2021,CENTRAL,TOMPKINS,20,05/22/2021,0,18-49
2020 - 2021,CENTRAL,TOMPKINS,20,05/22/2021,0,50-64
2020 - 2021,CENTRAL,TOMPKINS,20,05/22/2021,0,65+
2020 - 2021,METRO,DUTCHESS,41,10/10/2020,0,0-4
2020 - 2021,METRO,DUTCHESS,41,10/10/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,41,10/10/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,41,10/10/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,41,10/10/2020,0,65+
2020 - 2021,METRO,DUTCHESS,42,10/17/2020,0,0-4
2020 - 2021,METRO,DUTCHESS,42,10/17/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,42,10/17/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,42,10/17/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,42,10/17/2020,0,65+
2020 - 2021,METRO,DUTCHESS,43,10/24/2020,0,0-4
2020 - 2021,METRO,DUTCHESS,43,10/24/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,43,10/24/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,43,10/24/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,43,10/24/2020,0,65+
2020 - 2021,METRO,DUTCHESS,44,10/31/2020,0,0-4
2020 - 2021,METRO,DUTCHESS,44,10/31/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,44,10/31/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,44,10/31/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,44,10/31/2020,0,65+
2020 - 2021,METRO,DUTCHESS,45,11/07/2020,0,0-4
2020 - 2021,METRO,DUTCHESS,45,11/07/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,45,11/07/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,45,11/07/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,45,11/07/2020,0,65+
2020 - 2021,METRO,DUTCHESS,46,11/14/2020,0,0-4
2020 - 2021,METRO,DUTCHESS,46,11/14/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,46,11/14/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,46,11/14/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,46,11/14/2020,0,65+
2020 - 2021,METRO,DUTCHESS,47,11/21/2020,0,0-4
2020 - 2021,METRO,DUTCHESS,47,11/21/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,47,11/21/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,47,11/21/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,47,11/21/2020,0,65+
2020 - 2021,METRO,DUTCHESS,48,11/28/2020,4,0-4
2020 - 2021,METRO,DUTCHESS,48,11/28/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,48,11/28/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,48,11/28/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,48,11/28/2020,0,65+
2020 - 2021,METRO,DUTCHESS,49,12/05/2020,0,0-4
2020 - 2021,METRO,DUTCHESS,49,12/05/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,49,12/05/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,49,12/05/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,49,12/05/2020,0,65+
2020 - 2021,METRO,DUTCHESS,50,12/12/2020,0,0-4
2020 - 2021,METRO,DUTCHESS,50,12/12/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,50,12/12/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,50,12/12/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,50,12/12/2020,0,65+
2020 - 2021,METRO,DUTCHESS,51,12/19/2020,0,0-4
2020 - 2021,METRO,DUTCHESS,51,12/19/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,51,12/19/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,51,12/19/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,51,12/19/2020,1,65+
2020 - 2021,METRO,DUTCHESS,52,12/26/2020,0,0-4
2020 - 2021,METRO,DUTCHESS,52,12/26/2020,0,5-17
2020 - 2021,METRO,DUTCHESS,52,12/26/2020,0,18-49
2020 - 2021,METRO,DUTCHESS,52,12/26/2020,0,50-64
2020 - 2021,METRO,DUTCHESS,52,12/26/2020,0,65+
2020 - 2021,METRO,DUTCHESS,53,01/02/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,53,01/02/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,53,01/02/2021,1,18-49
2020 - 2021,METRO,DUTCHESS,53,01/02/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,53,01/02/2021,1,65+
2020 - 2021,METRO,DUTCHESS,1,01/09/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,1,01/09/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,1,01/09/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,1,01/09/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,1,01/09/2021,1,65+
2020 - 2021,METRO,DUTCHESS,2,01/16/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,2,01/16/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,2,01/16/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,2,01/16/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,2,01/16/2021,0,65+
2020 - 2021,METRO,DUTCHESS,3,01/23/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,3,01/23/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,3,01/23/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,3,01/23/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,3,01/23/2021,1,65+
2020 - 2021,METRO,DUTCHESS,4,01/30/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,4,01/30/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,4,01/30/2021,1,18-49
2020 - 2021,METRO,DUTCHESS,4,01/30/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,4,01/30/2021,1,65+
2020 - 2021,METRO,DUTCHESS,5,02/06/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,5,02/06/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,5,02/06/2021,1,18-49
2020 - 2021,METRO,DUTCHESS,5,02/06/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,5,02/06/2021,0,65+
2020 - 2021,METRO,DUTCHESS,6,02/13/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,6,02/13/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,6,02/13/2021,1,18-49
2020 - 2021,METRO,DUTCHESS,6,02/13/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,6,02/13/2021,1,65+
2020 - 2021,METRO,DUTCHESS,7,02/20/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,7,02/20/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,7,02/20/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,7,02/20/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,7,02/20/2021,0,65+
2020 - 2021,METRO,DUTCHESS,8,02/27/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,8,02/27/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,8,02/27/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,8,02/27/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,8,02/27/2021,0,65+
2020 - 2021,METRO,DUTCHESS,9,03/06/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,9,03/06/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,9,03/06/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,9,03/06/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,9,03/06/2021,1,65+
2020 - 2021,METRO,DUTCHESS,10,03/13/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,10,03/13/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,10,03/13/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,10,03/13/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,10,03/13/2021,0,65+
2020 - 2021,METRO,DUTCHESS,11,03/20/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,11,03/20/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,11,03/20/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,11,03/20/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,11,03/20/2021,0,65+
2020 - 2021,METRO,DUTCHESS,12,03/27/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,12,03/27/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,12,03/27/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,12,03/27/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,12,03/27/2021,0,65+
2020 - 2021,METRO,DUTCHESS,13,04/03/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,13,04/03/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,13,04/03/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,13,04/03/2021,1,50-64
2020 - 2021,METRO,DUTCHESS,13,04/03/2021,0,65+
2020 - 2021,METRO,DUTCHESS,14,04/10/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,14,04/10/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,14,04/10/2021,1,18-49
2020 - 2021,METRO,DUTCHESS,14,04/10/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,14,04/10/2021,0,65+
2020 - 2021,METRO,DUTCHESS,15,04/17/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,15,04/17/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,15,04/17/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,15,04/17/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,15,04/17/2021,0,65+
2020 - 2021,METRO,DUTCHESS,16,04/24/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,16,04/24/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,16,04/24/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,16,04/24/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,16,04/24/2021,0,65+
2020 - 2021,METRO,DUTCHESS,17,05/01/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,17,05/01/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,17,05/01/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,17,05/01/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,17,05/01/2021,0,65+
2020 - 2021,METRO,DUTCHESS,18,05/08/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,18,05/08/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,18,05/08/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,18,05/08/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,18,05/08/2021,0,65+
2020 - 2021,METRO,DUTCHESS,19,05/15/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,19,05/15/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,19,05/15/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,19,05/15/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,19,05/15/2021,0,65+
2020 - 2021,METRO,DUTCHESS,20,05/22/2021,0,0-4
2020 - 2021,METRO,DUTCHESS,20,05/22/2021,0,5-17
2020 - 2021,METRO,DUTCHESS,20,05/22/2021,0,18-49
2020 - 2021,METRO,DUTCHESS,20,05/22/2021,0,50-64
2020 - 2021,METRO,DUTCHESS,20,05/22/2021,0,65+
2020 - 2021,METRO,NASSAU,41,10/10/2020,0,0-4
2020 - 2021,METRO,NASSAU,41,10/10/2020,0,5-17
2020 - 2021,METRO,NASSAU,41,10/10/2020,0,18-49
2020 - 2021,METRO,NASSAU,41,10/10/2020,1,50-64
2020 - 2021,METRO,NASSAU,41,10/10/2020,1,65+
2020 - 2021,METRO,NASSAU,42,10/17/2020,0,0-4
2020 - 2021,METRO,NASSAU,42,10/17/2020,0,5-17
2020 - 2021,METRO,NASSAU,42,10/17/2020,0,18-49
2020 - 2021,METRO,NASSAU,42,10/17/2020,0,50-64
2020 - 2021,METRO,NASSAU,42,10/17/2020,3,65+
2020 - 2021,METRO,NASSAU,43,10/24/2020,0,0-4
2020 - 2021,METRO,NASSAU,43,10/24/2020,0,5-17
2020 - 2021,METRO,NASSAU,43,10/24/2020,0,18-49
2020 - 2021,METRO,NASSAU,43,10/24/2020,0,50-64
2020 - 2021,METRO,NASSAU,43,10/24/2020,1,65+
2020 - 2021,METRO,NASSAU,44,10/31/2020,0,0-4
2020 - 2021,METRO,NASSAU,44,10/31/2020,0,5-17
2020 - 2021,METRO,NASSAU,44,10/31/2020,0,18-49
2020 - 2021,METRO,NASSAU,44,10/31/2020,0,50-64
2020 - 2021,METRO,NASSAU,44,10/31/2020,3,65+
2020 - 2021,METRO,NASSAU,45,11/07/2020,1,0-4
2020 - 2021,METRO,NASSAU,45,11/07/2020,0,5-17
2020 - 2021,METRO,NASSAU,45,11/07/2020,1,18-49
2020 - 2021,METRO,NASSAU,45,11/07/2020,0,50-64
2020 - 2021,METRO,NASSAU,45,11/07/2020,0,65+
2020 - 2021,METRO,NASSAU,46,11/14/2020,0,0-4
2020 - 2021,METRO,NASSAU,46,11/14/2020,0,5-17
2020 - 2021,METRO,NASSAU,46,11/14/2020,0,18-49
2020 - 2021,METRO,NASSAU,46,11/14/2020,0,50-64
2020 - 2021,METRO,NASSAU,46,11/14/2020,0,65+
2020 - 2021,METRO,NASSAU,47,11/21/2020,0,0-4
2020 - 2021,METRO,NASSAU,47,11/21/2020,0,5-17
2020 - 2021,METRO,NASSAU,47,11/21/2020,0,18-49
2020 - 2021,METRO,NASSAU,47,11/21/2020,0,50-64
2020 - 2021,METRO,NASSAU,47,11/21/2020,1,65+
2020 - 2021,METRO,NASSAU,48,11/28/2020,0,0-4
2020 - 2021,METRO,NASSAU,48,11/28/2020,0,5-17
2020 - 2021,METRO,NASSAU,48,11/28/2020,0,18-49
2020 - 2021,METRO,NASSAU,48,11/28/2020,1,50-64
2020 - 2021,METRO,NASSAU,48,11/28/2020,1,65+
2020 - 2021,METRO,NASSAU,49,12/05/2020,0,0-4
2020 - 2021,METRO,NASSAU,49,12/05/2020,0,5-17
2020 - 2021,METRO,NASSAU,49,12/05/2020,0,18-49
2020 - 2021,METRO,NASSAU,49,12/05/2020,0,50-64
2020 - 2021,METRO,NASSAU,49,12/05/2020,0,65+
2020 - 2021,METRO,NASSAU,50,12/12/2020,0,0-4
2020 - 2021,METRO,NASSAU,50,12/12/2020,0,5-17
2020 - 2021,METRO,NASSAU,50,12/12/2020,0,18-49
2020 - 2021,METRO,NASSAU,50,12/12/2020,0,50-64
2020 - 2021,METRO,NASSAU,50,12/12/2020,0,65+
2020 - 2021,METRO,NASSAU,51,12/19/2020,0,0-4
2020 - 2021,METRO,NASSAU,51,12/19/2020,0,5-17
2020 - 2021,METRO,NASSAU,51,12/19/2020,0,18-49
2020 - 2021,METRO,NASSAU,51,12/19/2020,0,50-64
2020 - 2021,METRO,NASSAU,51,12/19/2020,1,65+
2020 - 2021,METRO,NASSAU,52,12/26/2020,0,0-4
2020 - 2021,METRO,NASSAU,52,12/26/2020,0,5-17
2020 - 2021,METRO,NASSAU,52,12/26/2020,1,18-49
2020 - 2021,METRO,NASSAU,52,12/26/2020,1,50-64
2020 - 2021,METRO,NASSAU,52,12/26/2020,1,65+
2020 - 2021,METRO,NASSAU,53,01/02/2021,0,0-4
2020 - 2021,METRO,NASSAU,53,01/02/2021,0,5-17
2020 - 2021,METRO,NASSAU,53,01/02/2021,0,18-49
2020 - 2021,METRO,NASSAU,53,01/02/2021,0,50-64
2020 - 2021,METRO,NASSAU,53,01/02/2021,0,65+
2020 - 2021,METRO,NASSAU,1,01/09/2021,0,0-4
2020 - 2021,METRO,NASSAU,1,01/09/2021,0,5-17
2020 - 2021,METRO,NASSAU,1,01/09/2021,0,18-49
2020 - 2021,METRO,NASSAU,1,01/09/2021,0,50-64
2020 - 2021,METRO,NASSAU,1,01/09/2021,1,65+
2020 - 2021,METRO,NASSAU,2,01/16/2021,0,0-4
2020 - 2021,METRO,NASSAU,2,01/16/2021,0,5-17
2020 - 2021,METRO,NASSAU,2,01/16/2021,0,18-49
2020 - 2021,METRO,NASSAU,2,01/16/2021,1,50-64
2020 - 2021,METRO,NASSAU,2,01/16/2021,3,65+
2020 - 2021,METRO,NASSAU,3,01/23/2021,0,0-4
2020 - 2021,METRO,NASSAU,3,01/23/2021,0,5-17
2020 - 2021,METRO,NASSAU,3,01/23/2021,0,18-49
2020 - 2021,METRO,NASSAU,3,01/23/2021,0,50-64
2020 - 2021,METRO,NASSAU,3,01/23/2021,1,65+
2020 - 2021,METRO,NASSAU,4,01/30/2021,0,0-4
2020 - 2021,METRO,NASSAU,4,01/30/2021,0,5-17
2020 - 2021,METRO,NASSAU,4,01/30/2021,0,18-49
2020 - 2021,METRO,NASSAU,4,01/30/2021,0,50-64
2020 - 2021,METRO,NASSAU,4,01/30/2021,1,65+
2020 - 2021,METRO,NASSAU,5,02/06/2021,0,0-4
2020 - 2021,METRO,NASSAU,5,02/06/2021,0,5-17
2020 - 2021,METRO,NASSAU,5,02/06/2021,0,18-49
2020 - 2021,METRO,NASSAU,5,02/06/2021,0,50-64
2020 - 2021,METRO,NASSAU,5,02/06/2021,1,65+
2020 - 2021,METRO,NASSAU,6,02/13/2021,0,0-4
2020 - 2021,METRO,NASSAU,6,02/13/2021,0,5-17
2020 - 2021,METRO,NASSAU,6,02/13/2021,0,18-49
2020 - 2021,METRO,NASSAU,6,02/13/2021,0,50-64
2020 - 2021,METRO,NASSAU,6,02/13/2021,1,65+
2020 - 2021,METRO,NASSAU,7,02/20/2021,0,0-4
2020 - 2021,METRO,NASSAU,7,02/20/2021,0,5-17
2020 - 2021,METRO,NASSAU,7,02/20/2021,0,18-49
2020 - 2021,METRO,NASSAU,7,02/20/2021,0,50-64
2020 - 2021,METRO,NASSAU,7,02/20/2021,0,65+
2020 - 2021,METRO,NASSAU,8,02/27/2021,0,0-4
2020 - 2021,METRO,NASSAU,8,02/27/2021,0,5-17
2020 - 2021,METRO,NASSAU,8,02/27/2021,1,18-49
2020 - 2021,METRO,NASSAU,8,02/27/2021,0,50-64
2020 - 2021,METRO,NASSAU,8,02/27/2021,1,65+
2020 - 2021,METRO,NASSAU,9,03/06/2021,0,0-4
2020 - 2021,METRO,NASSAU,9,03/06/2021,0,5-17
2020 - 2021,METRO,NASSAU,9,03/06/2021,0,18-49
2020 - 2021,METRO,NASSAU,9,03/06/2021,1,50-64
2020 - 2021,METRO,NASSAU,9,03/06/2021,0,65+
2020 - 2021,METRO,NASSAU,10,03/13/2021,0,0-4
2020 - 2021,METRO,NASSAU,10,03/13/2021,0,5-17
