Season,Region,County,CDC Week,Week Ending Date,Count,Age Group
2023 - 2024,WESTERN,ALLEGANY,42,10/21/2023,0,0-4
2023 - 2024,WESTERN,ALLEGANY,42,10/21/2023,0,5-17
2023 - 2024,WESTERN,ALLEGANY,42,10/21/2023,0,18-49
2023 - 2024,WESTERN,ALLEGANY,42,10/21/2023,0,50-64
2023 - 2024,WESTERN,ALLEGANY,42,10/21/2023,0,65+
2023 - 2024,WESTERN,ALLEGANY,43,10/28/2023,0,0-4
2023 - 2024,WESTERN,ALLEGANY,43,10/28/2023,0,5-17
2023 - 2024,WESTERN,ALLEGANY,43,10/28/2023,0,18-49
2023 - 2024,WESTERN,ALLEGANY,43,10/28/2023,0,50-64
2023 - 2024,WESTERN,ALLEGANY,43,10/28/2023,0,65+
2023 - 2024,WESTERN,ALLEGANY,44,11/04/2023,0,0-4
2023 - 2024,WESTERN,ALLEGANY,44,11/04/2023,0,5-17
2023 - 2024,WESTERN,ALLEGANY,44,11/04/2023,0,18-49
2023 - 2024,WESTERN,ALLEGANY,44,11/04/2023,0,50-64
2023 - 2024,WESTERN,ALLEGANY,44,11/04/2023,0,65+
2023 - 2024,WESTERN,ALLEGANY,45,11/11/2023,0,0-4
2023 - 2024,WESTERN,ALLEGANY,45,11/11/2023,0,5-17
2023 - 2024,WESTERN,ALLEGANY,45,11/11/2023,0,18-49
2023 - 2024,WESTERN,ALLEGANY,45,11/11/2023,0,50-64
2023 - 2024,WESTERN,ALLEGANY,45,11/11/2023,0,65+
2023 - 2024,WESTERN,ALLEGANY,46,11/18/2023,0,0-4
2023 - 2024,WESTERN,ALLEGANY,46,11/18/2023,0,5-17
2023 - 2024,WESTERN,ALLEGANY,46,11/18/2023,0,18-49
2023 - 2024,WESTERN,ALLEGANY,46,11/18/2023,0,50-64
2023 - 2024,WESTERN,ALLEGANY,46,11/18/2023,0,65+
2023 - 2024,WESTERN,ALLEGANY,47,11/25/2023,0,0-4
2023 - 2024,WESTERN,ALLEGANY,47,11/25/2023,0,5-17
2023 - 2024,WESTERN,ALLEGANY,47,11/25/2023,0,18-49
2023 - 2024,WESTERN,ALLEGANY,47,11/25/2023,0,50-64
2023 - 2024,WESTERN,ALLEGANY,47,11/25/2023,0,65+
2023 - 2024,WESTERN,ALLEGANY,48,12/02/2023,0,0-4
2023 - 2024,WESTERN,ALLEGANY,48,12/02/2023,0,5-17
2023 - 2024,WESTERN,ALLEGANY,48,12/02/2023,0,18-49
2023 - 2024,WESTERN,ALLEGANY,48,12/02/2023,0,50-64
2023 - 2024,WESTERN,ALLEGANY,48,12/02/2023,0,65+
2023 - 2024,WESTERN,ALLEGANY,49,12/09/2023,0,0-4
2023 - 2024,WESTERN,ALLEGANY,49,12/09/2023,0,5-17
2023 - 2024,WESTERN,ALLEGANY,49,12/09/2023,0,18-49
2023 - 2024,WESTERN,ALLEGANY,49,12/09/2023,0,50-64
2023 - 2024,WESTERN,ALLEGANY,49,12/09/2023,0,65+
2023 - 2024,WESTERN,ALLEGANY,50,12/16/2023,0,0-4
2023 - 2024,WESTERN,ALLEGANY,50,12/16/2023,0,5-17
2023 - 2024,WESTERN,ALLEGANY,50,12/16/2023,0,18-49
2023 - 2024,WESTERN,ALLEGANY,50,12/16/2023,0,50-64
2023 - 2024,WESTERN,ALLEGANY,50,12/16/2023,0,65+
2023 - 2024,WESTERN,ALLEGANY,51,12/23/2023,0,0-4
2023 - 2024,WESTERN,ALLEGANY,51,12/23/2023,0,5-17
2023 - 2024,WESTERN,ALLEGANY,51,12/23/2023,0,18-49
2023 - 2024,WESTERN,ALLEGANY,51,12/23/2023,2,50-64
2023 - 2024,WESTERN,ALLEGANY,51,12/23/2023,2,65+
2023 - 2024,WESTERN,ALLEGANY,52,12/30/2023,0,0-4
2023 - 2024,WESTERN,ALLEGANY,52,12/30/2023,0,5-17
2023 - 2024,WESTERN,ALLEGANY,52,12/30/2023,1,18-49
2023 - 2024,WESTERN,ALLEGANY,52,12/30/2023,3,50-64
2023 - 2024,WESTERN,ALLEGANY,52,12/30/2023,3,65+
2023 - 2024,WESTERN,CATTARAUGUS,40,10/07/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,40,10/07/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,40,10/07/2023,0,18-49
2023 - 2024,WESTERN,CATTARAUGUS,40,10/07/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,40,10/07/2023,0,65+
2023 - 2024,WESTERN,CATTARAUGUS,41,10/14/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,41,10/14/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,41,10/14/2023,0,18-49
2023 - 2024,WESTERN,CATTARAUGUS,41,10/14/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,41,10/14/2023,0,65+
2023 - 2024,WESTERN,CATTARAUGUS,42,10/21/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,42,10/21/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,42,10/21/2023,0,18-49
2023 - 2024,WESTERN,CATTARAUGUS,42,10/21/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,42,10/21/2023,0,65+
2023 - 2024,WESTERN,CATTARAUGUS,43,10/28/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,43,10/28/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,43,10/28/2023,0,18-49
2023 - 2024,WESTERN,CATTARAUGUS,43,10/28/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,43,10/28/2023,0,65+
2023 - 2024,WESTERN,CATTARAUGUS,44,11/04/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,44,11/04/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,44,11/04/2023,1,18-49
2023 - 2024,WESTERN,CATTARAUGUS,44,11/04/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,44,11/04/2023,1,65+
2023 - 2024,WESTERN,CATTARAUGUS,45,11/11/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,45,11/11/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,45,11/11/2023,0,18-49
2023 - 2024,WESTERN,CATTARAUGUS,45,11/11/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,45,11/11/2023,1,65+
2023 - 2024,WESTERN,CATTARAUGUS,46,11/18/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,46,11/18/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,46,11/18/2023,0,18-49
2023 - 2024,WESTERN,CATTARAUGUS,46,11/18/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,46,11/18/2023,0,65+
2023 - 2024,WESTERN,CATTARAUGUS,47,11/25/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,47,11/25/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,47,11/25/2023,0,18-49
2023 - 2024,WESTERN,CATTARAUGUS,47,11/25/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,47,11/25/2023,0,65+
2023 - 2024,WESTERN,CATTARAUGUS,48,12/02/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,48,12/02/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,48,12/02/2023,0,18-49
2023 - 2024,WESTERN,CATTARAUGUS,48,12/02/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,48,12/02/2023,0,65+
2023 - 2024,WESTERN,CATTARAUGUS,49,12/09/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,49,12/09/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,49,12/09/2023,0,18-49
2023 - 2024,WESTERN,CATTARAUGUS,49,12/09/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,49,12/09/2023,0,65+
2023 - 2024,WESTERN,CATTARAUGUS,50,12/16/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,50,12/16/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,50,12/16/2023,1,18-49
2023 - 2024,WESTERN,CATTARAUGUS,50,12/16/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,50,12/16/2023,1,65+
2023 - 2024,WESTERN,CATTARAUGUS,51,12/23/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,51,12/23/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,51,12/23/2023,0,18-49
2023 - 2024,WESTERN,CATTARAUGUS,51,12/23/2023,1,50-64
2023 - 2024,WESTERN,CATTARAUGUS,51,12/23/2023,2,65+
2023 - 2024,WESTERN,CATTARAUGUS,52,12/30/2023,0,0-4
2023 - 2024,WESTERN,CATTARAUGUS,52,12/30/2023,0,5-17
2023 - 2024,WESTERN,CATTARAUGUS,52,12/30/2023,0,18-49
2023 - 2024,WESTERN,CATTARAUGUS,52,12/30/2023,0,50-64
2023 - 2024,WESTERN,CATTARAUGUS,52,12/30/2023,5,65+
2023 - 2024,WESTERN,CHAUTAUQUA,40,10/07/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,40,10/07/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,40,10/07/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,40,10/07/2023,0,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,40,10/07/2023,0,65+
2023 - 2024,WESTERN,CHAUTAUQUA,41,10/14/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,41,10/14/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,41,10/14/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,41,10/14/2023,0,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,41,10/14/2023,0,65+
2023 - 2024,WESTERN,CHAUTAUQUA,42,10/21/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,42,10/21/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,42,10/21/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,42,10/21/2023,0,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,42,10/21/2023,0,65+
2023 - 2024,WESTERN,CHAUTAUQUA,43,10/28/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,43,10/28/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,43,10/28/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,43,10/28/2023,0,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,43,10/28/2023,0,65+
2023 - 2024,WESTERN,CHAUTAUQUA,44,11/04/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,44,11/04/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,44,11/04/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,44,11/04/2023,0,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,44,11/04/2023,0,65+
2023 - 2024,WESTERN,CHAUTAUQUA,45,11/11/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,45,11/11/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,45,11/11/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,45,11/11/2023,0,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,45,11/11/2023,0,65+
2023 - 2024,WESTERN,CHAUTAUQUA,46,11/18/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,46,11/18/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,46,11/18/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,46,11/18/2023,0,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,46,11/18/2023,0,65+
2023 - 2024,WESTERN,CHAUTAUQUA,47,11/25/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,47,11/25/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,47,11/25/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,47,11/25/2023,0,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,47,11/25/2023,0,65+
2023 - 2024,WESTERN,CHAUTAUQUA,48,12/02/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,48,12/02/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,48,12/02/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,48,12/02/2023,0,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,48,12/02/2023,1,65+
2023 - 2024,WESTERN,CHAUTAUQUA,49,12/09/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,49,12/09/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,49,12/09/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,49,12/09/2023,1,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,49,12/09/2023,5,65+
2023 - 2024,WESTERN,CHAUTAUQUA,50,12/16/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,50,12/16/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,50,12/16/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,50,12/16/2023,1,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,50,12/16/2023,2,65+
2023 - 2024,WESTERN,CHAUTAUQUA,51,12/23/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,51,12/23/2023,0,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,51,12/23/2023,0,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,51,12/23/2023,1,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,51,12/23/2023,3,65+
2023 - 2024,WESTERN,CHAUTAUQUA,52,12/30/2023,0,0-4
2023 - 2024,WESTERN,CHAUTAUQUA,52,12/30/2023,1,5-17
2023 - 2024,WESTERN,CHAUTAUQUA,52,12/30/2023,1,18-49
2023 - 2024,WESTERN,CHAUTAUQUA,52,12/30/2023,4,50-64
2023 - 2024,WESTERN,CHAUTAUQUA,52,12/30/2023,5,65+
2023 - 2024,WESTERN,CHEMUNG,40,10/07/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,40,10/07/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,40,10/07/2023,0,18-49
2023 - 2024,WESTERN,CHEMUNG,40,10/07/2023,0,50-64
2023 - 2024,WESTERN,CHEMUNG,40,10/07/2023,0,65+
2023 - 2024,WESTERN,CHEMUNG,41,10/14/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,41,10/14/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,41,10/14/2023,0,18-49
2023 - 2024,WESTERN,CHEMUNG,41,10/14/2023,0,50-64
2023 - 2024,WESTERN,CHEMUNG,41,10/14/2023,0,65+
2023 - 2024,WESTERN,CHEMUNG,42,10/21/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,42,10/21/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,42,10/21/2023,0,18-49
2023 - 2024,WESTERN,CHEMUNG,42,10/21/2023,0,50-64
2023 - 2024,WESTERN,CHEMUNG,42,10/21/2023,0,65+
2023 - 2024,WESTERN,CHEMUNG,43,10/28/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,43,10/28/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,43,10/28/2023,0,18-49
2023 - 2024,WESTERN,CHEMUNG,43,10/28/2023,0,50-64
2023 - 2024,WESTERN,CHEMUNG,43,10/28/2023,0,65+
2023 - 2024,WESTERN,CHEMUNG,44,11/04/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,44,11/04/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,44,11/04/2023,0,18-49
2023 - 2024,WESTERN,CHEMUNG,44,11/04/2023,0,50-64
2023 - 2024,WESTERN,CHEMUNG,44,11/04/2023,0,65+
2023 - 2024,WESTERN,CHEMUNG,45,11/11/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,45,11/11/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,45,11/11/2023,0,18-49
2023 - 2024,WESTERN,CHEMUNG,45,11/11/2023,0,50-64
2023 - 2024,WESTERN,CHEMUNG,45,11/11/2023,0,65+
2023 - 2024,WESTERN,CHEMUNG,46,11/18/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,46,11/18/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,46,11/18/2023,0,18-49
2023 - 2024,WESTERN,CHEMUNG,46,11/18/2023,0,50-64
2023 - 2024,WESTERN,CHEMUNG,46,11/18/2023,0,65+
2023 - 2024,WESTERN,CHEMUNG,47,11/25/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,47,11/25/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,47,11/25/2023,0,18-49
2023 - 2024,WESTERN,CHEMUNG,47,11/25/2023,0,50-64
2023 - 2024,WESTERN,CHEMUNG,47,11/25/2023,0,65+
2023 - 2024,WESTERN,CHEMUNG,48,12/02/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,48,12/02/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,48,12/02/2023,1,18-49
2023 - 2024,WESTERN,CHEMUNG,48,12/02/2023,0,50-64
2023 - 2024,WESTERN,CHEMUNG,48,12/02/2023,0,65+
2023 - 2024,WESTERN,CHEMUNG,49,12/09/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,49,12/09/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,49,12/09/2023,1,18-49
2023 - 2024,WESTERN,CHEMUNG,49,12/09/2023,0,50-64
2023 - 2024,WESTERN,CHEMUNG,49,12/09/2023,2,65+
2023 - 2024,WESTERN,CHEMUNG,50,12/16/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,50,12/16/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,50,12/16/2023,0,18-49
2023 - 2024,WESTERN,CHEMUNG,50,12/16/2023,1,50-64
2023 - 2024,WESTERN,CHEMUNG,50,12/16/2023,1,65+
2023 - 2024,WESTERN,CHEMUNG,51,12/23/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,51,12/23/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,51,12/23/2023,0,18-49
2023 - 2024,WESTERN,CHEMUNG,51,12/23/2023,0,50-64
2023 - 2024,WESTERN,CHEMUNG,51,12/23/2023,1,65+
2023 - 2024,WESTERN,CHEMUNG,52,12/30/2023,0,0-4
2023 - 2024,WESTERN,CHEMUNG,52,12/30/2023,0,5-17
2023 - 2024,WESTERN,CHEMUNG,52,12/30/2023,0,18-49
2023 - 2024,WESTERN,CHEMUNG,52,12/30/2023,3,50-64
2023 - 2024,WESTERN,CHEMUNG,52,12/30/2023,4,65+
2023 - 2024,WESTERN,ERIE,40,10/07/2023,1,0-4
2023 - 2024,WESTERN,ERIE,40,10/07/2023,0,5-17
2023 - 2024,WESTERN,ERIE,40,10/07/2023,0,18-49
2023 - 2024,WESTERN,ERIE,40,10/07/2023,0,50-64
2023 - 2024,WESTERN,ERIE,40,10/07/2023,0,65+
2023 - 2024,WESTERN,ERIE,41,10/14/2023,1,0-4
2023 - 2024,WESTERN,ERIE,41,10/14/2023,0,5-17
2023 - 2024,WESTERN,ERIE,41,10/14/2023,0,18-49
2023 - 2024,WESTERN,ERIE,41,10/14/2023,0,50-64
2023 - 2024,WESTERN,ERIE,41,10/14/2023,0,65+
2023 - 2024,WESTERN,ERIE,42,10/21/2023,0,0-4
2023 - 2024,WESTERN,ERIE,42,10/21/2023,0,5-17
2023 - 2024,WESTERN,ERIE,42,10/21/2023,0,18-49
2023 - 2024,WESTERN,ERIE,42,10/21/2023,0,50-64
2023 - 2024,WESTERN,ERIE,42,10/21/2023,1,65+
2023 - 2024,WESTERN,ERIE,43,10/28/2023,2,0-4
2023 - 2024,WESTERN,ERIE,43,10/28/2023,0,5-17
2023 - 2024,WESTERN,ERIE,43,10/28/2023,0,18-49
2023 - 2024,WESTERN,ERIE,43,10/28/2023,1,50-64
2023 - 2024,WESTERN,ERIE,43,10/28/2023,2,65+
2023 - 2024,WESTERN,ERIE,44,11/04/2023,5,0-4
2023 - 2024,WESTERN,ERIE,44,11/04/2023,0,5-17
2023 - 2024,WESTERN,ERIE,44,11/04/2023,0,18-49
2023 - 2024,WESTERN,ERIE,44,11/04/2023,0,50-64
2023 - 2024,WESTERN,ERIE,44,11/04/2023,1,65+
2023 - 2024,WESTERN,ERIE,45,11/11/2023,0,0-4
2023 - 2024,WESTERN,ERIE,45,11/11/2023,1,5-17
2023 - 2024,WESTERN,ERIE,45,11/11/2023,0,18-49
2023 - 2024,WESTERN,ERIE,45,11/11/2023,3,50-64
2023 - 2024,WESTERN,ERIE,45,11/11/2023,1,65+
2023 - 2024,WESTERN,ERIE,46,11/18/2023,0,0-4
2023 - 2024,WESTERN,ERIE,46,11/18/2023,1,5-17
2023 - 2024,WESTERN,ERIE,46,11/18/2023,1,18-49
2023 - 2024,WESTERN,ERIE,46,11/18/2023,4,50-64
2023 - 2024,WESTERN,ERIE,46,11/18/2023,4,65+
2023 - 2024,WESTERN,ERIE,47,11/25/2023,2,0-4
2023 - 2024,WESTERN,ERIE,47,11/25/2023,0,5-17
2023 - 2024,WESTERN,ERIE,47,11/25/2023,4,18-49
2023 - 2024,WESTERN,ERIE,47,11/25/2023,9,50-64
2023 - 2024,WESTERN,ERIE,47,11/25/2023,13,65+
2023 - 2024,WESTERN,ERIE,48,12/02/2023,2,0-4
2023 - 2024,WESTERN,ERIE,48,12/02/2023,2,5-17
2023 - 2024,WESTERN,ERIE,48,12/02/2023,10,18-49
2023 - 2024,WESTERN,ERIE,48,12/02/2023,9,50-64
2023 - 2024,WESTERN,ERIE,48,12/02/2023,9,65+
2023 - 2024,WESTERN,ERIE,49,12/09/2023,4,0-4
2023 - 2024,WESTERN,ERIE,49,12/09/2023,3,5-17
2023 - 2024,WESTERN,ERIE,49,12/09/2023,8,18-49
2023 - 2024,WESTERN,ERIE,49,12/09/2023,17,50-64
2023 - 2024,WESTERN,ERIE,49,12/09/2023,24,65+
2023 - 2024,WESTERN,ERIE,50,12/16/2023,6,0-4
2023 - 2024,WESTERN,ERIE,50,12/16/2023,7,5-17
2023 - 2024,WESTERN,ERIE,50,12/16/2023,11,18-49
2023 - 2024,WESTERN,ERIE,50,12/16/2023,17,50-64
2023 - 2024,WESTERN,ERIE,50,12/16/2023,30,65+
2023 - 2024,WESTERN,ERIE,51,12/23/2023,7,0-4
2023 - 2024,WESTERN,ERIE,51,12/23/2023,7,5-17
2023 - 2024,WESTERN,ERIE,51,12/23/2023,17,18-49
2023 - 2024,WESTERN,ERIE,51,12/23/2023,26,50-64
2023 - 2024,WESTERN,ERIE,51,12/23/2023,32,65+
2023 - 2024,WESTERN,ERIE,52,12/30/2023,8,0-4
2023 - 2024,WESTERN,ERIE,52,12/30/2023,12,5-17
2023 - 2024,WESTERN,ERIE,52,12/30/2023,14,18-49
2023 - 2024,WESTERN,ERIE,52,12/30/2023,18,50-64
2023 - 2024,WESTERN,ERIE,52,12/30/2023,41,65+
2023 - 2024,WESTERN,GENESEE,40,10/07/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,40,10/07/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,40,10/07/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,40,10/07/2023,0,50-64
2023 - 2024,WESTERN,GENESEE,40,10/07/2023,0,65+
2023 - 2024,WESTERN,GENESEE,41,10/14/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,41,10/14/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,41,10/14/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,41,10/14/2023,0,50-64
2023 - 2024,WESTERN,GENESEE,41,10/14/2023,0,65+
2023 - 2024,WESTERN,GENESEE,42,10/21/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,42,10/21/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,42,10/21/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,42,10/21/2023,0,50-64
2023 - 2024,WESTERN,GENESEE,42,10/21/2023,0,65+
2023 - 2024,WESTERN,GENESEE,43,10/28/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,43,10/28/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,43,10/28/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,43,10/28/2023,0,50-64
2023 - 2024,WESTERN,GENESEE,43,10/28/2023,0,65+
2023 - 2024,WESTERN,GENESEE,44,11/04/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,44,11/04/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,44,11/04/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,44,11/04/2023,0,50-64
2023 - 2024,WESTERN,GENESEE,44,11/04/2023,0,65+
2023 - 2024,WESTERN,GENESEE,45,11/11/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,45,11/11/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,45,11/11/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,45,11/11/2023,0,50-64
2023 - 2024,WESTERN,GENESEE,45,11/11/2023,0,65+
2023 - 2024,WESTERN,GENESEE,46,11/18/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,46,11/18/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,46,11/18/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,46,11/18/2023,0,50-64
2023 - 2024,WESTERN,GENESEE,46,11/18/2023,0,65+
2023 - 2024,WESTERN,GENESEE,47,11/25/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,47,11/25/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,47,11/25/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,47,11/25/2023,0,50-64
2023 - 2024,WESTERN,GENESEE,47,11/25/2023,1,65+
2023 - 2024,WESTERN,GENESEE,48,12/02/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,48,12/02/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,48,12/02/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,48,12/02/2023,0,50-64
2023 - 2024,WESTERN,GENESEE,48,12/02/2023,1,65+
2023 - 2024,WESTERN,GENESEE,49,12/09/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,49,12/09/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,49,12/09/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,49,12/09/2023,1,50-64
2023 - 2024,WESTERN,GENESEE,49,12/09/2023,2,65+
2023 - 2024,WESTERN,GENESEE,50,12/16/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,50,12/16/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,50,12/16/2023,1,18-49
2023 - 2024,WESTERN,GENESEE,50,12/16/2023,0,50-64
2023 - 2024,WESTERN,GENESEE,50,12/16/2023,2,65+
2023 - 2024,WESTERN,GENESEE,51,12/23/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,51,12/23/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,51,12/23/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,51,12/23/2023,0,50-64
2023 - 2024,WESTERN,GENESEE,51,12/23/2023,0,65+
2023 - 2024,WESTERN,GENESEE,52,12/30/2023,0,0-4
2023 - 2024,WESTERN,GENESEE,52,12/30/2023,0,5-17
2023 - 2024,WESTERN,GENESEE,52,12/30/2023,0,18-49
2023 - 2024,WESTERN,GENESEE,52,12/30/2023,3,50-64
